paper id,year,paper type,paper title,author number,abstract,session title,sub unit
2014-0010,2014,Paper Session,“Will You Join Us?”: The Effects of a Partake-in-Our-Cause (PIOC) Message in Corporate Social Responsibility Campaigns on the Evaluations of a Negatively Publicized Company,4,"The way a business organization responds to negative publicity is crucial because such negative news could affect consumer attitudes towards the company and the brand. The current research attempted to examine the effects of a partake-in-our-cause (PIOC) message in CSR communication on reducing the negative publicity effect. A true experimental design was employed in a laboratory setting to test the main effect of PIOC on the attention to the message, cognitive responses, and company evaluations. We found that a PIOC type of CSR message from a negatively publicized company prompted individuals to increase engagement with the message, reduce negative thoughts, and lower negative evaluations of the company than a non-PIOC type of promotional CSR message.",Outcomes of CSR-Related Initiatives,Public Relations
2014-0011,2014,Paper Session,The Effects of Message Framing and Source Credibility in Cause-Related Marketing,2,"This study aims to create an effective message strategy to participating cause-related marketing based on Prospective Theory and Elaboration Likelihood Model (ELM). To test hypotheses a 2 (message framing: Gain vs. Loss) x 2 (source credibility: high vs. low) between-subjects experiment was conducted and a total of 259 real consumers were recruited. We found that high- (versus low-) source credibility leads to more persuasive power and positive attitude toward the advertisement. However, message framing did not affect participants’ perceptions on whether the message was positive or negative. Also, the results indicated that there is a significant interaction effect of message framing and source credibility in terms of message persuasiveness.",Outcomes of CSR-Related Initiatives,Public Relations
2014-0012,2014,Paper Session,The Cultural Mediated Moderation Effects of CSR Campaigns: Perceived CSR as a Mediator,2,"This study tested whether the effect of concrete versus abstract corporate social responsibility (CSR) campaign messages on attitudes toward the company and purchase intentions varies by cultural difference (i.e., uncertainty avoidance) and whether such an effect is mediated by perceived CSR. Experimental results revealed the relative advantage of the concrete (vs. abstract) message on attitudes toward the company and purchase intentions among Koreans (vs. Americans) with high (vs. low) uncertainty avoidance. Such effect was partially mediated by Koreans’ higher perceived CSR in response to the concrete (vs. abstract) message. The findings contribute to research on CSR research and cross-cultural campaigns.",Outcomes of CSR-Related Initiatives,Public Relations
2014-0013,2014,Paper Session,"@todayin1963: Commemorative Journalism, Digital Collective Remembering, and the March on Washington",2,"This study uses content analysis and social network analysis methods to examine NPR’s novel use of Twitter to commemorate the 50th anniversary of the 1963 March on Washington for Jobs and Freedom, including the implication of that coverage on collective remembering of the event. Specifically this study explores the extent to which NPR’s coverage followed “conventionalized” patterns of traditional news coverage, including the “protest paradigm,” which obscure the specific civil rights demands at the heart of the march. Twitter’s social network data also make it possible to visualize and examine the audience’s active participation in collective remembering, and whether that participation changes which aspects of the coverage – and the march – are ultimately most salient for collective memory retrieval. However, the “most influential” Twitter accounts in the network that developed around the @todayin1963 coverage that this study focuses on are among those institutions and individuals who have traditionally had more cultural authority over collective memory. Thus, the data end up challenging the extent to which Twitter has altered those power structures that determine whose memories of important historic events dominate, and whose do not.",The Past Brought Into the Present: Collective Memory and Journalism,Journalism Studies
2014-0014,2014,Paper Session,For That Forgetful Memory: Ten-Year Anniversary Coverage of SARS in Mainland China and Hong Kong,1,"The 2003 SARS crisis was an epidemic that went far beyond a health issue. This study examines 10-year anniversary coverage of SARS in mainland China and Hong Kong. Specifically, in the context of a past public health crisis, this study seeks to explore how media frames the SARS outbreak in anniversary coverage, what differences exist in coverage patterns in different societies, and how those discrepancies may influence the public's collective memory differently. Analysis of 344 newspaper articles from Hong Kong and two cities in mainland China (Beijing and Guangzhou) reveals both quantitative and qualitative differences between mainland China and Hong Kong's 10-year anniversary coverage of SARS. By presenting how a single past crisis was portrayed differently in two societies, this study provides a framework for future investigations into the mediated past and the journalistic construction of mediated collective memory.",The Past Brought Into the Present: Collective Memory and Journalism,Journalism Studies
2014-0015,2014,Paper Session,"Unmasking Title IX on Its Fortieth Birthday: The Operation of Women’s Voices, Women’s Spaces, and Sporting Mythnarratives in the Commemorative Coverage of Title IX",2,"As society’s storytellers, journalists often draw upon a standard set of archetypal forms to convey all of the day’s news to their readers. This study considers the practice of commemorative sports journalism, in particular how (and by whom) the stories surrounding Title IX’s fortieth anniversary were constructed at two of the nation’s leading sports news outlets. Drawing from a combination of narrative and critical discourse analysis grounded in hegemonic theory, we contend that ESPN and Sports Illustrated shifted away from the traditional battle-of-the-sexes narrative; the end result was a celebratory women-centric model, one that offered progressive ways of understanding Title IX but sometimes fell prey to flaws associated with what White (2009) has called the “content of the form.”",The Past Brought Into the Present: Collective Memory and Journalism,Journalism Studies
2014-0016,2014,Paper Session,"“Everything Old is New Deal Again”: U.S. Media Remember the Depression and New Deal, 2008-2010",1,"Viewing journalism as a key site for the construction of collective memory, this paper examines how US news media employed historical analogies to the Great Depression and New Deal as the 2008 recession unfolded. News provided space for competing liberal and conservative claims about the lessons of the 1930s for contemporary policy; journalists also remembered the Depression--figured as a time of frugality, common purpose, and a simpler lifestyle--in order to guide behavior during economic hard times. Newfound attention to the New Deal did not, this paper argues, effect consensus around the importance of government involvement in the economy. Liberal calls for a new New Deal met with conservative attacks on the first New Deal, and calls to emulate the values of the Depression resonated with a cultural politics of personal responsibility, implying that the nation’s economic well-being rested on whether or not individual Americans lived within their means.",The Past Brought Into the Present: Collective Memory and Journalism,Journalism Studies
2014-0017,2014,Paper Session,Tradition Meets Immediacy and Interaction: The Influence of Social Media on Journalism Practices,2,"Journalists in Western liberal democracies face similar challenges in
melding existing, hierarchical models of media production with emerging communications technologies where knowledge, expertise and authority are networked and distributed. This paper examines the attitudes and approaches of a select group of digital journalists in Canada to the impact of digital media on journalism and professional constructs of the journalist.
It is based on expert interviews with nine leading senior online news
managers and journalists from Canada’s principal news organizations, with a focus on the growing influence of social media, and the professionals’ subjective, experience-based understandings of the current changes in journalism. The interviewees demonstrated a tacit understanding of a shift away from the traditional role of gatekeeper towards a shared ecosystem of news and information. While journalism was conceived as more of a collaborative enterprise, with interviewees seeking to adapt and benefit from a more participatory media environment, the journalists also expressed the occupational boundaries
of the profession as a way of rearticulating their authority.",News and Networks: Journalists' Social Media Use,Journalism Studies
2014-0018,2014,Paper Session,Journalistic Social Web Communication: A Theoretical and Methodological Proposal for Analyzing Democratic Potential,1,"This paper presents an approach to researching professional journalism in the social web. It integrates journalistic role conceptions from the social media realm within a theoretical framework that distinguishes three modes of democratically relevant communication (follow-up communication, dialogue and discourse). The outcome is an analytical grid to guide data collection on social web use in professional journalism. The grid’s practical implementation is being discussed by means of a research design for a content analysis of an international public broadcaster’s social media activities.",News and Networks: Journalists' Social Media Use,Journalism Studies
2014-0019,2014,Paper Session,Chinese Journalists’ Discursive Weibo Practices in a Spin-Off Journalistic Sphere,2,"This study examines Chinese journalists’ Weibo practices through analyzing 2,659 journalist Weibo postings. Past studies indicate that Western journalists generally “normalize” their postings on social media to fit their professional norms and practices, but this issue is much more complicated in China. Findings of this study suggest that Chinese journalists’ Weibo practices are influenced by offline discursive journalistic discourses that include four components: party press, professionalism, market economy, and Confucian intellectual. As Weibo has become a major news channel in China, this study takes journalist Weibo as a “spin-off journalistic sphere” where several boundaries are blurred. Journalist Weibo is both a private sphere and public sphere. Journalists operate on Weibo as both citizens and professionals. And journalists move from the backstage of news production to the front stage of news delivery. The changes offer opportunities for uplifting journalistic autonomy, but findings show that the official control is still tight.",News and Networks: Journalists' Social Media Use,Journalism Studies
2014-0020,2014,Paper Session,“Stay Tuned”: A Case Study of Trustee Networked Journalism,3,"The public affairs television program “Stay Tuned” sought to engage the public in topics of concern to people in the greater St. Louis region by integrating social media with live programming. More media organizations are using social media to engage with their publics in innovative ways. This study evaluated the perspectives of viewers regarding “Stay Tuned.” Through an online survey and in-depth interviews (N=7), viewers considered the audience of “Stay Tuned,” the topics and format of the show, their involvement and engagement with the show, their learning about show topics, and their overall evaluations of the program. The researchers also sought to validate “trustee networked journalism,” a model that seeks to build on public and civic journalism efforts by supporting journalism that not only addresses community concerns but also empowers community members to act by ensuring that their voices are represented in media content.",News and Networks: Journalists' Social Media Use,Journalism Studies
2014-0021,2014,Paper Session,Social Media Guidelines for Journalists. An Investigation Into the Sense and Nonsense Among Flemish Journalists,2,"This study investigates how Flemish journalists experience the sense and nonsense of social media guidelines, focusing on rules that prescribe their behaviour on Twitter. Analysis of 20 in-depth interviews demonstrates that the majority of Flemish journalists find the introduction of rules concerning the use of Twitter unnecessary. The argument heard most often is that the journalist’s common sense should be enough to deal with the platform in the proper way. A number of journalists even find the rules a curtailment of individual freedom. Particularly guidelines concerning specific formal requirements – such as mentioning the employer in the Twitter bio and/or account name, or the requirement to only use one account – encounter resistance. Based on these findings, the tweeting journalists seem to indicate that they themselves are able to both adapt their use of social media to fit traditional professional norms and adapt those norms to fit the media logic of the Twitter platform.",News and Networks: Journalists' Social Media Use,Journalism Studies
2015-0000,2015,Paper Session,"Anger, Mood Management, and Attraction to Violent Video Games",1,"The motivations for playing violent video games are not well understood. People use media to regulate their moods, and they may be attracted to violent video games in order to manage angry moods. Participants were induced to feel a negatively-valenced or positively-valenced emotion: anger, tenseness/jitteriness, sadness, or happiness. Participants then read descriptions of eight fictitious games (four violent, four non-violent); they then rated how much they wanted to play each game on an 11-point Likert scale, chose one game to play, and indicated the reason for their selection.

A one-way ANOVA revealed a significant effect of mood induction on attraction to violent games, and pairwise comparisons revealed that angry participants were more attracted to violent games. Angered participants were also more likely to select an anger-based mood management explanation for their game choice.

This research supports a mood management based explanation for the attraction of violent video games.",Preferring and Responding to Video Game Violence,Game Studies
2015-0001,2015,Paper Session,Gendered Self-Concept: What Does It Reveal About People’s Preference for Violent Video Games?,2,"There is a paucity of knowledge on the gender gap in preference for violent video games. Females have consistently been shown to report less of a preference in this regard than males. This study focuses on the gendered self-concept in a sample of gamers for the purpose of investigating their self-reported attraction to games of violence. We tested the assumptions that there is a link between negative attributes of the male gender role and violent game preference and, further, that this link is mediated by physical aggression. The results of an on-line study (N=335) largely confirmed these assumptions and further revealed that the mediating effect of physical aggression was moderated by gender. The present study gives support to the assertion that gaming motivation cannot be analyzed solely on the distinction between genders. Rather, the gendered self-concept has to be taken into account for elucidating the reasons for which people take a preference for violent video games.",Preferring and Responding to Video Game Violence,Game Studies
2015-0002,2015,Paper Session,"High-Risk Gameplay: Effects on Arousal, Presence, Attraction, and Altruism",1,"Violent video games are frequently cited as holding strong negative effects for their users. In this study, massive multiplayer online role playing games (MMORPGs) were used to assess arousal in high pressure, violent, group versus group settings. A total of 298 players of two popular MMORPGs were surveyed to determine the impact of their perceived level of arousal, among high-risk and low-risk games, on group attraction, negative affect, and altruism. High-risk games refer to games where participants risk losing their equipment, items, currency, and levels in player versus player scenarios, which are not at risk of loss in low-risk player versus player scenarios. The results indicate that high-risk games hold significant influence over a number of these factors, both positive and negative, and offer evidence contrary to popular claims of violent media which cite that they may inhibit pro-social action and positive outcomes. Further implications and limitations are discussed.",Preferring and Responding to Video Game Violence,Game Studies
2015-0003,2015,Paper Session,Interactive Experience and Identification as Predictors of Attributing Responsibility in Video Games,2,"This study examines whether the interactive nature of video games affects how players who portray a violent character attribute responsibility for the actions of their character. Through an experiment, we tested the hypothesis that identification with the main character in Grand Theft Auto IV mediates the effect of interactivity on attributions of responsibility for the main character’s anti-social behavior. Using the notion of the fundamental attribution error, we demonstrated that those who actually played the game, as opposed to those who simply watched someone else playing it, identified with the main character. In accordance with the fundamental attribution error, those who played the game interactively and came to identify with the main character attributed the responsibility for his actions to external factors such as “living in a violent society”. In contrast, those who did not interact with the game attributed responsibility for the character’s actions to his personality traits.",Preferring and Responding to Video Game Violence,Game Studies
2015-0004,2015,Paper Session,Value Threat Can Make Pacifists Oppose Violent Video Games,4,"Public discussions about the harmfulness of violent video games are often held in the aftermath of violent felony. Psychologically, these situations are characterized by a threat to the moral value of nonviolence. In this paper we present two studies showing that value threat can motivate people to support political actions against violent video games. This effect is moderated by individual differences in pacifism, and partially mediated by selective exposure to scientific evidence for the harmfulness of violent video games. The findings of both studies are in line with the value protection model and shed light on how the motivation to protect sacred values can translate into political mandates. Implications of the present findings are discussed with regard to the psychological processes underlying value protection and add to a better understanding of the violent video games debate.",Preferring and Responding to Video Game Violence,Game Studies
2015-0005,2015,Paper Session,Best Practices in Instructional Risk Communication: The IDEA Model for Effective Message Design,4,"Much instructional communication research published to date examines such communication that occurs in conventional classroom contexts. Instructional communication also may occur in other contexts. This analysis contributes to that growing body of literature by examining instructional communication in the context of risk and crisis messages. More specifically, this study employed the IDEA learning cycle model to design and test a television news report about a contaminated food product. The researchers compared affective, cognitive, and behavioral learning outcome results reported by viewers of the IDEA model message (treatment) with those of viewers that watched the status quo (control) message. IDEA model message viewers reported significantly higher perceptions of message effectiveness (affective and cognitive learning), as well as behavioral intention (cognitive and behavioral learning) than control message viewers. The study confirms the utility of the IDEA model for designing effective instructional risk messages and for extending instructional communication research into such contexts.",Putting Theories to the Test,Instructional & Developmental Communication
2015-0006,2015,Paper Session,"Old Theory, New Possibilities: Theory of Planned Behavior Changing How We Predict Student Communication",3,"The current research study used as two-study design to establish the predictive power of the theory of planned behavior (Ajzen, 1991) in the instructional communication context by examining how teacher confirmation (Ellis, 2000) indirectly influences students’ behavioral intent to communicate with instructors. College students completed a survey in two different studies and results indicated teacher confirmation significantly influences attitudes toward communicating with an instructor, subjective norms, and perceived behavioral control. Attitude, subjective norms, and perceived behavioral control predicted 58% of the variance in students’ behavioral intention to communicate with instructors in study 1 and 72% of the variance in study 2. This study concludes with both theoretical and practical implications that explain the powerful possibilities of using the theory of planned behavior in the instructional communication context and how instructors can effectively influence students’ attitudes, subjective norms, and perceived behavioral control through confirming communicative behaviors.",Putting Theories to the Test,Instructional & Developmental Communication
2015-0007,2015,Paper Session,"Vocational Anticipatory Socialization Sources, Messages, and Career Choice",1,"Framed by social cognitive career theory (SCCT), this study identified influential sources of encouraging /discouraging career information, the content of those vocational anticipatory socialization (VAS) messages and the effects of gender, ethnicity, and first-generation college student (FGCS) and first- or second-generation American. A survey of 881 university students found that mothers, followed by educators and fathers, were the most encouraging VAS source. The most frequently cited message type was students’ fit (abilities/skills). The second most frequent encouraging messages provided career details. Mothers often guided children to follow their passion. Teachers/ professors mostly gave career detail messages. Friends frequently provide discouraging messages. FGCS identified teachers/professors as the most influential VAS source. Males were more confident of their career goals. In accordance with SCCT, VAS sources may offer messages intended to bolster students’ expectancy to succeed and self-efficacy. Theoretical and practical implications and directions for future research are offered.",Putting Theories to the Test,Instructional & Developmental Communication
2015-0008,2015,Paper Session,"Extraclass Communication, Student Engagement, and Predicted Outcome Value Theory",2,"Researchers apply predicted outcome value (POV) theory to study teacher classroom verbal and nonverbal immediacy, but less often to informal extra-class communication (ECC) exchanges and outcomes. We update previous research and test a modified ECC instrument using a survey (n=136). We tested a modified ECC finding strong positive (teacher availability and approachability), and moderate associations of these variables with likelihood of engaging in ECC and POV of ECC. However, neither teacher availability nor approachability significantly predicts student likelihood of engaging in ECC or POV. The findings and implications for POV and future research are discussed.
Keywords: Extra-class Communication; Student Engagement; Predicted Outcome Value Theory; Mixed Methods; Instructional Communication",Putting Theories to the Test,Instructional & Developmental Communication
2015-0009,2015,Paper Session,Digital Inequality and Second-Order Disasters,1,"This article investigates whether new communication technologies can mitigate the consequences of disasters and disaster recovery for affected populations. We pay particular attention to questions of social inequality and how it intersects with digital inequality. Drawing on a long-term ethnography with affected communities recovering from Typhoon Haiyan that hit the Philippines in 2014 triggering a massive humanitarian response, we observe that digital inequality can amplify social inequalities leading to a ‘second order disaster’. This refers to humanly perpetuated disasters that can even surpass the effects of the natural disaster. The fact that some participants are recovering at a rapid pace while others are languishing behind represents a deepening of social inequalities. Those already relatively better off have access to a richer media landscape which they are able to navigate often reaping significant benefits. By contrast, the more disadvantaged participants have access to a diminished media landscape and are less likely to take advantage of any opportunities. Rather than democratising opportunities digital media exacerbate social inequalities by heightening the life chances for the better off, whilst leaving the poorer participants further behind.","Discourse, Disasters, and Place",Global Communication and Social Change
2015-0010,2015,Paper Session,Mapping Political Discourse of the Iranian Green Movement,2,"Recognizing the creative political communication strategies initiated by the Iranian Green Movement in June 2009 following disputed Presidential election results is imperative in broadening current narrow conceptualizations of “Arab spring” protests. Our analyses map the character of this discourse as creative, in its strategies, and as transnational, in terms of language, distribution, and gendered expectations. Despite emphases in western media on the prominence of digital media in mobilizing activism, the Green Movement worked through a variety of communications approaches, as versatile as traditional sweet desserts concocted in commemoration of the Tragedy of Karbala inscribed with political statements in cinnamon powder, to graffiti on bus sides, street curbs and walls posting marg bar khamnei (death to Khamnei), and resistance slogans written on national currency. With this latter illustration of money stamped with anti-regime messages such as green victory signs, we consider how the material bill serves as a site for resistance against state-controlled artifacts, re-appropriated as symbolic currency in political protests.","Discourse, Disasters, and Place",Global Communication and Social Change
2015-0011,2015,Paper Session,Placemaking as Praxis: Connectivity and a South Lebanese Village,1,"This study reflects a recent interdisciplinary concern with social production(s) of spatiality, including within communication and media studies (Gieryn 2000; Warf and Arias, 2008; Falkheimer and Jansson 2006; Jansson 2009). It situates place-making as communicative praxis, a thought-action nexus focused on communicating for social and/or political change. Drawing upon historical and ethnographic research of a village in south Lebanon, I trace goals of place-making-as-communicative-praxis that I encountered within face-to-face and mediated discourses among translocal Lebanese about the means and ends of communication. Delineating an emergent mode of communicative praxis oriented toward “being connected,” or associating via a technological device, I note changes over time in translocally shared goals of communicative/connective praxis, as well as changes in the broader communicative values these goals reflect (for instance, communicative values of visibility, representation, or participation). I describe relationships between these shifts in goals and values of praxis and observed processes of place-framing, identity, and memory practices related to the village.","Discourse, Disasters, and Place",Global Communication and Social Change
2015-0012,2015,Paper Session,The Content Analysis of Song Sequences in Bollywood Cinema,2,"Bollywood research on the impact of song sequences has slowly emerged over the past decade. In this paper, we utilized extensive content analysis for the first time to compare song sequences with non-song sequences in popular Hindi films in order to map out the impact of liberalization on these sequences within the context of globalization. Given scholars oft-repeated arguments that song sequences represent the essence of Bollywood cinema and provide soft-power appeal, we analyzed those found in 61 years of top-grossing films – one film per year – to identify any structural changes that might impact this appeal. Overall, the data indicated that song sequences have been utilized primarily as vehicles for romantic and sexual content during the 61 year period, and have featured significantly less violent, criminal, political, and geographical content than non-song portions of these films. We conclude that Bollywood song sequences will most likely continue to function as semi-autonomous vehicles for the presentation of Indian romantic content, particularly as part of various soft-power campaigns.","Discourse, Disasters, and Place",Global Communication and Social Change
2015-0013,2015,Paper Session,"""Good” Pictures? Discussing Ethical Challenges of Visual Everyday Communication",2,"Transformations of media technology bring about new communicative practices that challenge existing ethical and moral norms and demand for continuous renegotiations and reconfirmations of what is considered responsible and appropriate. So far, the scientific discourse on visual ethics has mostly focused on visual research ethics and the ethical norms within professional fields of mass-media production, neglecting ethical and moral dimensions of mundane visual practices. The paper illustrates the necessity of a critical engagement with “ethical practices” in the field of visual everyday communication, using various areas of conflict regarding the production, distribution, and use of images (e.g. non-consensual photo sharing, reproduction of visual stereotypes in selfies) as starting points for the discussion. Overall, rather than providing obligatory normative guidelines for ethical visual behavior, the paper identifies multiple dimensions of ethical considerations and draws implication for future research.",Advances in Visual Communication Studies: New Challenges and New Frameworks,Visual Communication Studies
2015-0014,2015,Paper Session,Visual Metaphor in Advertising: A Modified Typology of Visual Structure and Support from Consumer Elaboration,1,"Based on a review of pervious typologies of visual metaphor in advertising and an examination of print ads published in consumer magazines, advertising textbooks and official websites of advertising creative awards (e.g., Addy Awards, Clio Awards), this study proposes a new type of visual structure in pictorial metaphors, replacement-juxtaposition, in addition to the three types (juxtaposition, fusion and replacement) suggested by Phillips and McQuarrie (2004). This study also suggests that replacement visuals contain three variations, with possible different levels of structural complexity. The modified typology aims to exhaust all structurally different pictorial metaphors and to create a shared set of terminologies in future studies of visual metaphor. An experimental study on consumer elaboration is proposed to test the validity of the modified typology. set of terminologies in future studies of visual metaphor. An experimental study on consumer elaboration is proposed to test the validity of the modified typology.",Advances in Visual Communication Studies: New Challenges and New Frameworks,Visual Communication Studies
