paper id,paper title,year,author number,author position,author name,author aff
2014-0021,Social Media Guidelines for Journalists. An Investigation Into the Sense and Nonsense Among Flemish Journalists,2014,2,1,Michael Opgenhaffen,U of Leuven
2014-0021,Social Media Guidelines for Journalists. An Investigation Into the Sense and Nonsense Among Flemish Journalists,2014,2,2,Harald Scheerlinck,U of Leuven
2015-0000,"Anger, Mood Management, and Attraction to Violent Video Games",2015,1,1,Jodi L. Whitaker,University of Arizona
2015-0001,Gendered Self-Concept: What Does It Reveal About People’s Preference for Violent Video Games?,2015,2,1,Elisabeth Engelberg,U of Luxembourg
2015-0001,Gendered Self-Concept: What Does It Reveal About People’s Preference for Violent Video Games?,2015,2,2,Andre Melzer,University of Luxembourg
2015-0002,"High-Risk Gameplay: Effects on Arousal, Presence, Attraction, and Altruism",2015,1,1,Jose Aviles,Pennsylvania State U
2015-0003,Interactive Experience and Identification as Predictors of Attributing Responsibility in Video Games,2015,2,1,Nathan Walter,University of Southern California
2015-0003,Interactive Experience and Identification as Predictors of Attributing Responsibility in Video Games,2015,2,2,Yariv Tsfati,U of Haifa
2015-0004,Value Threat Can Make Pacifists Oppose Violent Video Games,2015,4,1,Tobias Rothmund,University of Koblenz-Landau at Landau
2015-0004,Value Threat Can Make Pacifists Oppose Violent Video Games,2015,4,2,Jens Bender,U Koblenz-Landau
2015-0004,Value Threat Can Make Pacifists Oppose Violent Video Games,2015,4,3,Peter Nauroth,Philipp U of Marburg
2015-0004,Value Threat Can Make Pacifists Oppose Violent Video Games,2015,4,4,Mario Gollwitzer,Philipp U of Marburg
2015-0005,Best Practices in Instructional Risk Communication: The IDEA Model for Effective Message Design,2015,4,1,Deanna Dee Sellnow,U of Kentucky
2015-0005,Best Practices in Instructional Risk Communication: The IDEA Model for Effective Message Design,2015,4,2,Derek Ray Lane,U of Kentucky
2015-0005,Best Practices in Instructional Risk Communication: The IDEA Model for Effective Message Design,2015,4,3,Timothy Sellnow,U of Kentucky
2015-0005,Best Practices in Instructional Risk Communication: The IDEA Model for Effective Message Design,2015,4,4,Robert Littlefield,North Dakota State U
2015-0006,"Old Theory, New Possibilities: Theory of Planned Behavior Changing How We Predict Student Communication",2015,3,1,Michael Edward Burns,Texas State U
2015-0006,"Old Theory, New Possibilities: Theory of Planned Behavior Changing How We Predict Student Communication",2015,3,2,Marian L. Houser,Texas State U
2015-0006,"Old Theory, New Possibilities: Theory of Planned Behavior Changing How We Predict Student Communication",2015,3,3,Kristen LeBlanc Farris,Texas State U
2015-0007,"Vocational Anticipatory Socialization Sources, Messages, and Career Choice",2015,1,1,Samantha Rae Powers,"University of California, Santa Barbara"
2015-0008,"Extraclass Communication, Student Engagement, and Predicted Outcome Value Theory",2015,2,1,Godfrey A. Steele,U of the West Indies
2015-0008,"Extraclass Communication, Student Engagement, and Predicted Outcome Value Theory",2015,2,2,Madgerie Jameson-Charles,U of West Indies
2015-0009,Digital Inequality and Second-Order Disasters,2015,1,1,Maria Mirca Madianou,"Goldsmiths College, University of London"
2015-0010,Mapping Political Discourse of the Iranian Green Movement,2015,2,1,Karin Gwinn Wilkins,U of Texas - Austin
2015-0010,Mapping Political Discourse of the Iranian Green Movement,2015,2,2,Faegheh Shirazi,U of Texas - Austin
2015-0011,Placemaking as Praxis: Connectivity and a South Lebanese Village,2015,1,1,Kristin Shamas,Oklahoma City University
2015-0012,The Content Analysis of Song Sequences in Bollywood Cinema,2015,2,1,David J. Schaefer,"Franciscan U - Steubenville, Dept. of Communication Arts"
2015-0012,The Content Analysis of Song Sequences in Bollywood Cinema,2015,2,2,Kavita Karan,Southern Illinois U
2015-0013,"""Good” Pictures? Discussing Ethical Challenges of Visual Everyday Communication",2015,2,1,Rebecca Venema,"Centre for Media, Communication and Information Research, University of Bremen"
2015-0013,"""Good” Pictures? Discussing Ethical Challenges of Visual Everyday Communication",2015,2,2,Katharina Lobinger,"University of Bremen, Centre for Media, Communication and Information Research (ZeMKI)"
2015-0014,Visual Metaphor in Advertising: A Modified Typology of Visual Structure and Support from Consumer Elaboration,2015,1,1,Ying Huang,U of West Florida
2015-0015,A Rubric for Transcultural Visual Media Production,2015,1,1,Rachel Schaevitz,Temple University
2015-0016,"Manovich, Movies, and Montage",2015,1,1,David M Staton,University of Oregon
2015-0017,Rethinking Balance and Impartiality in Journalism? A Case Study How the BBC Attempted and Failed to Change the Paradigm,2015,5,1,Karin Wahl-Jorgensen,Cardiff U - JOMEC
2015-0017,Rethinking Balance and Impartiality in Journalism? A Case Study How the BBC Attempted and Failed to Change the Paradigm,2015,5,2,Mike Berry,Cardiff U
2015-0017,Rethinking Balance and Impartiality in Journalism? A Case Study How the BBC Attempted and Failed to Change the Paradigm,2015,5,3,Inaki Garcia-Blanco,Cardiff U - JOMEC
2015-0017,Rethinking Balance and Impartiality in Journalism? A Case Study How the BBC Attempted and Failed to Change the Paradigm,2015,5,4,Lucy Bennett,Cardiff U
2015-0017,Rethinking Balance and Impartiality in Journalism? A Case Study How the BBC Attempted and Failed to Change the Paradigm,2015,5,5,Jonathan Cable,Cardiff U
2015-0018,The Mediatization of Second-Order Elections and Party Launches: UK Television News Reporting of the 2014 EU Campaign,2015,2,1,Stephen Cushion,Cardiff U - JOMEC
2015-0018,The Mediatization of Second-Order Elections and Party Launches: UK Television News Reporting of the 2014 EU Campaign,2015,2,2,Richard Thomas,Cardiff U
2015-0019,How Poll-Driven Is Contemporary News About American Politics? Results From Two Content Analyses,2015,1,1,Benjamin J Toff,U of Wisconsin-Madison
2015-0020,Issue Ownership Versus Issue Convergence: Predicting the 1998-2012 Dutch Elections Using Issue Saliency and Issue Positions,2015,2,1,Jan Kleinnijenhuis,VU University - Amsterdam
2015-0020,Issue Ownership Versus Issue Convergence: Predicting the 1998-2012 Dutch Elections Using Issue Saliency and Issue Positions,2015,2,2,Annemarie S. Walter,U of Nottingham
2015-0021,Who Gets Covered? Ideological Extremity and News Coverage of Members of the U.S. Congress,2015,2,1,Michael W. Wagner,University of Wisconsin-Madison
2015-0021,Who Gets Covered? Ideological Extremity and News Coverage of Members of the U.S. Congress,2015,2,2,Michael W. Gruszczynski,Austin Peay State U
2016-0000,Trading Password for Chocolate? Reciprocity Increases the Willingness to Communicate Personal Data,2016,3,1,Christian Happ,U Trier
2016-0000,Trading Password for Chocolate? Reciprocity Increases the Willingness to Communicate Personal Data,2016,3,2,Andre Melzer,University of Luxembourg
2016-0000,Trading Password for Chocolate? Reciprocity Increases the Willingness to Communicate Personal Data,2016,3,3,Georges Steffgen,U of Luxembourg
2016-0001,Framing the Field of Online Self-Disclosure in Mainstream News Media,2016,2,1,Tamar Ashuri,Tel Aviv University
2016-0001,Framing the Field of Online Self-Disclosure in Mainstream News Media,2016,2,2,Ruth Halperin,IDC
2016-0002,"Between the ""Right to be Forgotten"" and the “Celebrity Hack” Press Coverage on Digital Privacy",2016,3,1,Thilo von Pape,University of Hohenheim
2016-0002,"Between the ""Right to be Forgotten"" and the “Celebrity Hack” Press Coverage on Digital Privacy",2016,3,2,Sabine Trepte,U of Hohenheim
2016-0002,"Between the ""Right to be Forgotten"" and the “Celebrity Hack” Press Coverage on Digital Privacy",2016,3,3,Cornelia Mothes,Ohio State University
2016-0003,The Logic of Connective Surveillance: Distributed Social Movements and the Role of Centralized Communication Infrastructures,2016,1,1,Tim Libert,"Annenberg School for Communication, University of Pennsylvania"
2016-0004,How the Language Style of Small Claims Court Judges Does Ideological Work,2016,2,1,Karen Tracy,U of Colorado
2016-0004,How the Language Style of Small Claims Court Judges Does Ideological Work,2016,2,2,Mary Caron,University of Colorado
2016-0005,“To Be the City on the Hill”: Community Identity in Energy System Transformation,2016,2,1,Leah Sprain,University of Colorado Boulder
2016-0005,“To Be the City on the Hill”: Community Identity in Energy System Transformation,2016,2,2,Lydia Reinig,U of Colorado Boulder
2016-0006,Selling and Caring in Consultations for Over-the-Counter Medicines: Exploring Tension in the Pharmacist–Client Interaction as the Dynamics of Frames of Communication,2016,1,1,Maija Gerlander,U of Tampere
2016-0007,Language of Uncertainty: The Expression of Decisional Conflict Related to Skin Cancer Prevention Recommendations,2016,2,1,Yulia Strekalova,University of Florida
2016-0007,Language of Uncertainty: The Expression of Decisional Conflict Related to Skin Cancer Prevention Recommendations,2016,2,2,Vaughan James,University of Florida
2016-0008,"Building Relationships Through Dialogic Communication: Organizations, Stakeholders, and Computer-Mediated Communication",2016,4,1,Augustine Pang,Nanyang Technological U
2016-0008,"Building Relationships Through Dialogic Communication: Organizations, Stakeholders, and Computer-Mediated Communication",2016,4,2,Wonsun Shin,University of Melbourne
2016-0008,"Building Relationships Through Dialogic Communication: Organizations, Stakeholders, and Computer-Mediated Communication",2016,4,3,Zijian Lew,Nanyang Technological University
2016-0008,"Building Relationships Through Dialogic Communication: Organizations, Stakeholders, and Computer-Mediated Communication",2016,4,4,Joseph B. Walther,Nanyang Technological University
2016-0009,"Strategic Rhetoric, Dialogue, and the Long Now",2016,2,1,Michael L. Kent,U of Tennessee
2016-0009,"Strategic Rhetoric, Dialogue, and the Long Now",2016,2,2,Petra Theunissen,Auckland University of Technology
2016-0010,Dump the Dialogue? Constraints and Challenges in the Implementation of Kent and Taylor’s Dialogic Principles in Public Relations Practice,2016,1,1,Anne B Lane,Queensland University of Technology
2016-0011,Between “Challengers and Powerholders”: Framing of Issues Through Dynamic Discursive Processes in a Digital Arena,2016,2,1,Silvia Ravazzani,"Department of Business Communication, Aarhus University"
2016-0011,Between “Challengers and Powerholders”: Framing of Issues Through Dynamic Discursive Processes in a Digital Arena,2016,2,2,Carmen Daniela Maier,Aarhus University
2016-0012,Building Bridges: Scaffolding the Public Relations Writing Curriculum,2016,2,1,Anne B Lane,Queensland University of Technology
2016-0012,Building Bridges: Scaffolding the Public Relations Writing Curriculum,2016,2,2,Kim A. Johnston,Queensland U of Technology
2016-0013,CSR Communication in the Business-to-Business Context: An Exploratory Study,2016,3,1,Jordy Gosselt,U of Twente
2016-0013,CSR Communication in the Business-to-Business Context: An Exploratory Study,2016,3,2,Suzanne Janssen,U of Twente
2016-0013,CSR Communication in the Business-to-Business Context: An Exploratory Study,2016,3,3,Benthe Bemelman,U of Twente
2016-0014,Communicating CSR: Navigating the CSR-Luxury Paradox Online through a Discourse of Balance and Convergence,2016,2,1,Jia Yun Wong,National U of Singapore
2016-0014,Communicating CSR: Navigating the CSR-Luxury Paradox Online through a Discourse of Balance and Convergence,2016,2,2,Ganga Sasidharan Dhanesh,National U of Singapore
2016-0015,Stakeholder's Pressure Towards Measurability in CSR Reporting: A Cross-Cultural Analysis of Six Asian Countries,2016,4,1,Gaelle Duthler,Zayed University
2016-0015,Stakeholder's Pressure Towards Measurability in CSR Reporting: A Cross-Cultural Analysis of Six Asian Countries,2016,4,2,Pavel Slutskiy,Chulalongkorn U
2016-0015,Stakeholder's Pressure Towards Measurability in CSR Reporting: A Cross-Cultural Analysis of Six Asian Countries,2016,4,3,Inka Stever,Zayed U
2016-0015,Stakeholder's Pressure Towards Measurability in CSR Reporting: A Cross-Cultural Analysis of Six Asian Countries,2016,4,4,Katharina Wolf,Curtin University
2016-0016,"Shifting Responsibility While Still Being ""Socially Responsible"": Food Waste and Power in a Supply Chain",2016,2,1,Bree Devin,Queensland University of Technology
2016-0016,"Shifting Responsibility While Still Being ""Socially Responsible"": Food Waste and Power in a Supply Chain",2016,2,2,Carol Richards,Queensland U of Technology
2016-0017,Collaboration by Design: Stakeholder Engagement in GRI Sustainability Reporting Guidelines,2016,1,1,Svetlana (Yana) V. Grushina,Dartmouth College
2016-0018,"""Did We Get It Right?"": Navigating Emergent Tensions in Assessing the Impact of Engaged Organizational Communication Scholarship",2016,8,1,Stacey L. Connaughton,Purdue U
2016-0018,"""Did We Get It Right?"": Navigating Emergent Tensions in Assessing the Impact of Engaged Organizational Communication Scholarship",2016,8,2,Jasmine Linabary,Purdue U
2016-0018,"""Did We Get It Right?"": Navigating Emergent Tensions in Assessing the Impact of Engaged Organizational Communication Scholarship",2016,8,3,Liliya Yakova,Purdue U
2016-0018,"""Did We Get It Right?"": Navigating Emergent Tensions in Assessing the Impact of Engaged Organizational Communication Scholarship",2016,8,4,Arunima Krishna,Purdue U
2016-0018,"""Did We Get It Right?"": Navigating Emergent Tensions in Assessing the Impact of Engaged Organizational Communication Scholarship",2016,8,5,Kai Kuang,Bloomsburg University of Pennsylvania
2016-0018,"""Did We Get It Right?"": Navigating Emergent Tensions in Assessing the Impact of Engaged Organizational Communication Scholarship",2016,8,6,Neva Stumberger,Purdue University
2016-0018,"""Did We Get It Right?"": Navigating Emergent Tensions in Assessing the Impact of Engaged Organizational Communication Scholarship",2016,8,7,Jessica Pauly,Purdue University
2016-0018,"""Did We Get It Right?"": Navigating Emergent Tensions in Assessing the Impact of Engaged Organizational Communication Scholarship",2016,8,8,Agaptus Anaele,Ohio
2016-0019,Advertisers’ Ethics,2016,4,1,Guido Zurstiege,U of Tuebingen
2016-0019,Advertisers’ Ethics,2016,4,2,Markus Feiks,U of Tuebingen
2016-0019,Advertisers’ Ethics,2016,4,3,Jutta Krautter,U of Tuebingen
2016-0019,Advertisers’ Ethics,2016,4,4,Uta Mueller,U of Tuebingen
2016-0020,"An Algorithm Wrote This? Psychological Responses to AI News Writers: Eeriness, Branding, and Credibility",2016,2,1,Andrew James Gambino,The Pennsylvania State University
2016-0020,"An Algorithm Wrote This? Psychological Responses to AI News Writers: Eeriness, Branding, and Credibility",2016,2,2,Jinyoung Kim,The Pennsylvania State University
2016-0021,"Readers' Perception of Computer-Written News: Credibility, Expertise, and Readability",2016,4,1,Andreas Graefe,LMU Munich
2016-0021,"Readers' Perception of Computer-Written News: Credibility, Expertise, and Readability",2016,4,2,Mario Haim,LMU Munich
2016-0021,"Readers' Perception of Computer-Written News: Credibility, Expertise, and Readability",2016,4,3,Bastian Haarmann,"Fraunhofer Institute for Communication, Information Processing and Ergonomics"
2016-0021,"Readers' Perception of Computer-Written News: Credibility, Expertise, and Readability",2016,4,4,Hans-Bernd Brosius,Ludwig Maximilian U Munich
2016-0022,Networks in the Eyes of the Beholder: The Influence of Cognitive Social Networks on Information Credibility Perception and Sharing Likelihood in Social Media,2016,1,1,Dongyoung Sohn,Hanyang University
2016-0023,Ranking Versus Reputation: Perception and Effects of Search Results’ Credibility,2016,2,1,Alexander T. Haas,LMU Munich
2016-0023,Ranking Versus Reputation: Perception and Effects of Search Results’ Credibility,2016,2,2,Julian Unkel,LMU Munich
2016-0024,What Makes YouTube Videos Seem Credible? Examining Credibility Perceptions of YouTube Videos Among Young Adults,2016,1,1,Porismita Borah,Washington State University
2017-0000,Cognitive Dissonance’s Effects on Biased Processing of Counterattitudinal Messages as Predicted by Value-Relevant Involvement,2017,1,1,Christopher John Carpenter,Western Illinois U
2017-0001,Persuasion and Message Styles: How Element Matching Creates Amplification and Attenuation,2017,1,1,Kiwon Seo,Sam Houston State U
2017-0002,Effectiveness of Message Targeting Strategies for Media-based Antistigma Interventions,2017,3,1,Alexander Röhm,TU Dortmund U
2017-0002,Effectiveness of Message Targeting Strategies for Media-based Antistigma Interventions,2017,3,2,Matthias R. Hastall,TU Dortmund U
2017-0002,Effectiveness of Message Targeting Strategies for Media-based Antistigma Interventions,2017,3,3,Ute Ritterfeld,TU Dortmund U
2017-0003,Affective Persuasion of Comparative Advertisements: Interplay Between Context-Induced and Ad-Induced Affect,2017,2,1,Linwan Wu,"U of South Carolina, Columbia"
2017-0003,Affective Persuasion of Comparative Advertisements: Interplay Between Context-Induced and Ad-Induced Affect,2017,2,2,Jing (Taylor) Wen,U of Florida
2017-0004,The Effects of Social Norms and Value-Relevant Involvement on Information Processing and Behavior,2017,5,1,Jie Zhuang,Texas Christian University
2017-0004,The Effects of Social Norms and Value-Relevant Involvement on Information Processing and Behavior,2017,5,2,Ying Cheng,
2017-0004,The Effects of Social Norms and Value-Relevant Involvement on Information Processing and Behavior,2017,5,3,Maria Knight Lapinski,Michigan State U
2017-0004,The Effects of Social Norms and Value-Relevant Involvement on Information Processing and Behavior,2017,5,4,Syed Ali Hussain,Michigan State U
2017-0004,The Effects of Social Norms and Value-Relevant Involvement on Information Processing and Behavior,2017,5,5,Gailing Yue,Southwestern Technology U
2017-0005,Accessibility of Personal Norms Predicts Intent to Practice Proenvironmental and Prosocial Behaviors,2017,4,1,Laura M. Arpan,Florida State U
2017-0005,Accessibility of Personal Norms Predicts Intent to Practice Proenvironmental and Prosocial Behaviors,2017,4,2,Yijie Wu,Florida State Universty
2017-0005,Accessibility of Personal Norms Predicts Intent to Practice Proenvironmental and Prosocial Behaviors,2017,4,3,Nancy Rhodes,Michigan State U
2017-0005,Accessibility of Personal Norms Predicts Intent to Practice Proenvironmental and Prosocial Behaviors,2017,4,4,Andreas Nilsson,U of Gothenburg
2017-0006,The Role of Chronic Accessibility in First Year College Students’ Smoking Behavior,2017,6,1,Sarah Thomas,
2017-0006,The Role of Chronic Accessibility in First Year College Students’ Smoking Behavior,2017,6,2,Bridget Potocki,
2017-0006,The Role of Chronic Accessibility in First Year College Students’ Smoking Behavior,2017,6,3,Nancy Rhodes,Michigan State U
2017-0006,The Role of Chronic Accessibility in First Year College Students’ Smoking Behavior,2017,6,4,Lindsey Morr,Ohio State U
2017-0006,The Role of Chronic Accessibility in First Year College Students’ Smoking Behavior,2017,6,5,Christopher Loiewski,Ohio State U
2017-0006,The Role of Chronic Accessibility in First Year College Students’ Smoking Behavior,2017,6,6,Kevin Collier,Brigham Young U
2017-0007,Drinking and Killing at the #RedWedding: Social Media Use as a Moderator of Exposure to Risky Media Portrayals and Behavioral Intention,2017,6,1,Morgan E. Ellithorpe,
2017-0007,Drinking and Killing at the #RedWedding: Social Media Use as a Moderator of Exposure to Risky Media Portrayals and Behavioral Intention,2017,6,2,Amy Bleakley,U of Pennsylvania
2017-0007,Drinking and Killing at the #RedWedding: Social Media Use as a Moderator of Exposure to Risky Media Portrayals and Behavioral Intention,2017,6,3,Michael Hennessy,U of Pennsylvania
2017-0007,Drinking and Killing at the #RedWedding: Social Media Use as a Moderator of Exposure to Risky Media Portrayals and Behavioral Intention,2017,6,4,Patrick Jamieson,U of Pennsylvania
2017-0007,Drinking and Killing at the #RedWedding: Social Media Use as a Moderator of Exposure to Risky Media Portrayals and Behavioral Intention,2017,6,5,Ilana Weitz,U of Pennsylvania
2017-0007,Drinking and Killing at the #RedWedding: Social Media Use as a Moderator of Exposure to Risky Media Portrayals and Behavioral Intention,2017,6,6,Atika Khurana,U of Oregon
2017-0008,The Influence of Social Norms on Behaviors: Toward a Culturally Based Social Normative Approach,2017,2,1,Rain Wuyu Liu,Bellarmine U
2017-0008,The Influence of Social Norms on Behaviors: Toward a Culturally Based Social Normative Approach,2017,2,2,Maria Knight Lapinski,Michigan State U
2017-0009,Social Dominance Orientation: A Root of Resistance to Intercultural Dialogue?,2017,1,1,Aaron Castelan Cargile,California State U
2017-0010,Intergroup Anxiety and Willingness to Accommodate: Exploring the Effects of Accent Stereotyping and Social Attraction,2017,2,1,Gretchen Montgomery,U of Kansas
2017-0010,Intergroup Anxiety and Willingness to Accommodate: Exploring the Effects of Accent Stereotyping and Social Attraction,2017,2,2,Yan Bing Zhang,U of Kansas
2017-0011,A Second Look at Family Obligation and Request Compliance Cross-Culturally: Reciprocity Versus Relationship,2017,2,1,Rain Wuyu Liu,Bellarmine U
2017-0011,A Second Look at Family Obligation and Request Compliance Cross-Culturally: Reciprocity Versus Relationship,2017,2,2,Mary Jiang Bresnahan,Michigan State U - Department of Communication
2017-0012,Women Warriors: The Role of Military Service in Evaluation of Female Senate Candidates,2017,3,1,Molly Greenwood,U of Missouri
2017-0012,Women Warriors: The Role of Military Service in Evaluation of Female Senate Candidates,2017,3,2,Calvin Coker,U of Missouri - Columbia
2017-0012,Women Warriors: The Role of Military Service in Evaluation of Female Senate Candidates,2017,3,3,Michelle Elizabeth Funk,U of Missouri
2017-0013,Women as Citizens: The Emergence and Entrenchment of Republican Motherhood Rhetoric,2017,1,1,Tammy Vigil,Boston U
2017-0014,“A Plague on Both Your Sides”: Benevolent Sexism in the Debate on Gender-Neutral Toilets,2017,3,1,Lindsey Erin Blumell,City University London
2017-0014,“A Plague on Both Your Sides”: Benevolent Sexism in the Debate on Gender-Neutral Toilets,2017,3,2,Jennifer Huemmer,Texas Tech U
2017-0014,“A Plague on Both Your Sides”: Benevolent Sexism in the Debate on Gender-Neutral Toilets,2017,3,3,Miglena Mantcheva Sternadori,
2017-0015,Troubling Republicanism: Carly Fiorina and Conservative Republican Gendered Discourses,2017,1,1,David Proper,American U
2017-0016,The Emergence of the Newspaper Comic in 1890’s New York City,2017,1,1,Tyler S Williams,
